Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2025-07-09,DAL,467,ATL,LGA,S,A20,C,87,false,,2025-07-09T11:30,2025-07-09T11:26,2025-07-09T11:40,2025-07-09T11:42,2025-07-09T13:34,2025-07-09T13:23,2025-07-09T13:44,2025-07-09T13:29,Airbus A321,N105DX,,,,FIRST,BUSINESS,,04ded9e8-1d8d-4fb4-b1ee-709d11d2df90,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-07-21,DAL,563,LGA,MCI,C,69,,B44,false,,2025-07-21T18:29,2025-07-21T18:39,2025-07-21T18:39,2025-07-21T19:03,2025-07-21T20:44,2025-07-21T20:37,2025-07-21T20:54,2025-07-21T20:45,Airbus A220-100,N102DU,,,,,BUSINESS,,3ca9cdd7-cfd2-417d-82bd-a5980380c4a1,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,bd6062aa-a329-43e4-b684-82b0e7579c91,,08f3690a-67fe-4be4-8138-cc20b688f722
2025-07-23,DAL,1843,MCI,DTW,,B48,M,A63,false,,2025-07-23T14:07,2025-07-23T13:58,2025-07-23T14:17,2025-07-23T14:12,2025-07-23T16:52,2025-07-23T16:38,2025-07-23T17:02,2025-07-23T16:45,Boeing 717-200,N940AT,,2A,WINDOW,FIRST,BUSINESS,,27b6ac41-0d7a-442d-b18d-0ff93c57d463,a8765091-d043-44b1-936c-d217bb519e56,bd6062aa-a329-43e4-b684-82b0e7579c91,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,,92a68bee-2e3c-4fc9-975a-20b0d93ac3ed
2025-07-23,DAL,2604,DTW,LGA,M,A21,C,84,false,,2025-07-23T17:59,2025-07-23T19:42,2025-07-23T18:09,2025-07-23T19:57,2025-07-23T19:40,2025-07-23T21:13,2025-07-23T19:50,2025-07-23T21:21,Airbus A320,N319US,,,,ECONOMY,BUSINESS,,e67d6775-24d0-4dff-8e36-7cc9a7d6d20a,a8765091-d043-44b1-936c-d217bb519e56,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,dd390a1f-e92a-4411-ab72-04db16d42030
2025-07-28,DAL,2561,LGA,MCO,C,88B,B,74,false,,2025-07-28T17:59,2025-07-28T18:14,2025-07-28T18:09,2025-07-28T18:51,2025-07-28T20:56,2025-07-28T20:54,2025-07-28T21:06,2025-07-28T21:03,Airbus A321,N380DN,,,,PREMIUM_ECONOMY,BUSINESS,,5117cd6d-21f9-46d2-9af1-dbe3d824a30c,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-07-30,DAL,1953,MCO,LGA,B,78,C,87,false,,2025-07-30T10:45,2025-07-30T10:44,2025-07-30T10:55,2025-07-30T10:56,2025-07-30T13:16,2025-07-30T13:07,2025-07-30T13:26,2025-07-30T13:14,Airbus A321,N375DN,,,,PREMIUM_ECONOMY,BUSINESS,,0ea219d3-0a54-4ed3-a472-134722ca897d,a8765091-d043-44b1-936c-d217bb519e56,85570a14-2373-4bad-a7b5-b3a9a7fdce90,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-08-22,DAL,5725,LGA,BOS,C,98,A,A8,false,,2025-08-22T17:00,2025-08-22T16:58,2025-08-22T17:10,2025-08-22T17:22,2025-08-22T18:25,2025-08-22T18:00,2025-08-22T18:35,2025-08-22T18:11,Embraer 175,N217JQ,,,,PREMIUM_ECONOMY,BUSINESS,,31f4f3d8-734c-42ba-b481-93d0039f09f7,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,813ec62f-c303-44d9-a041-a4434d6fd652,,36728d5b-40cd-46ec-93ba-8822376b565d
2025-08-25,DAL,1694,BOS,MCO,A,A18,B,75,false,,2025-08-25T15:05,2025-08-25T15:12,2025-08-25T15:28,2025-08-25T15:28,2025-08-25T18:13,2025-08-25T18:11,2025-08-25T18:30,2025-08-25T18:33,Airbus A321,N311DN,,13A,,PREMIUM_ECONOMY,BUSINESS,,fcc1a2a4-d53d-4867-8ef4-d82ba72ce8ba,a8765091-d043-44b1-936c-d217bb519e56,813ec62f-c303-44d9-a041-a4434d6fd652,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-08-27,DAL,1523,MCO,LGA,B,80,C,75,false,,2025-08-27T07:05,2025-08-27T06:58,2025-08-27T07:15,2025-08-27T07:30,2025-08-27T09:41,2025-08-27T09:30,2025-08-27T09:51,2025-08-27T09:35,Airbus A321,N113DX,,13F,,PREMIUM_ECONOMY,BUSINESS,,826b495c-0807-465c-b570-9928911c57cc,a8765091-d043-44b1-936c-d217bb519e56,85570a14-2373-4bad-a7b5-b3a9a7fdce90,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-09-07,DAL,873,LGA,DFW,C,73,E,E15,false,,2025-09-07T08:00,2025-09-07T07:53,2025-09-07T08:19,2025-09-07T08:21,2025-09-07T10:31,2025-09-07T10:35,2025-09-07T10:47,2025-09-07T10:47,Airbus A220-100,N108DQ,,3B,,FIRST,BUSINESS,,bef34e57-92a6-4a11-9602-24c3170cf252,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,1573100e-e4a3-47b0-9399-01b36074e1f5,,08f3690a-67fe-4be4-8138-cc20b688f722
2025-10-25,DAL,461,DFW,LGA,E,E12,C,79,false,,2025-10-25T06:00,2025-10-25T05:53,2025-10-25T06:10,2025-10-25T06:11,2025-10-25T10:15,2025-10-25T10:02,2025-10-25T10:25,2025-10-25T10:07,Airbus A220-100,N113DQ,,1A,WINDOW,FIRST,BUSINESS,,1e0b57b5-0a3b-4568-abdb-09cacc52cd10,a8765091-d043-44b1-936c-d217bb519e56,1573100e-e4a3-47b0-9399-01b36074e1f5,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,08f3690a-67fe-4be4-8138-cc20b688f722
2025-11-03,DAL,2561,LGA,MCO,C,65,B,77,false,,2025-11-03T17:50,2025-11-03T17:50,2025-11-03T18:00,2025-11-03T18:37,2025-11-03T20:32,2025-11-03T20:49,2025-11-03T20:42,2025-11-03T20:54,Airbus A321,N102DN,,5B,AISLE,FIRST,BUSINESS,,0361f610-7b51-4bfb-a24c-4c3319258a74,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-11-05,DAL,1455,MCO,DTW,B,74,M,A64,false,,2025-11-05T12:25,2025-11-05T12:18,2025-11-05T12:35,2025-11-05T12:35,2025-11-05T14:51,2025-11-05T14:43,2025-11-05T15:01,2025-11-05T14:51,Boeing 757-200,N6701,,5B,,FIRST,BUSINESS,,18f195df-a210-4872-b24c-3d1a9b64a30c,a8765091-d043-44b1-936c-d217bb519e56,85570a14-2373-4bad-a7b5-b3a9a7fdce90,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,,2c3a4012-9fb9-44fc-9a71-0b6cb336042e
2025-11-16,DAL,5606,DCA,LGA,2,B18,C,89B,false,,2025-11-16T11:30,2025-11-16T11:29,2025-11-16T11:40,2025-11-16T12:06,2025-11-16T12:36,2025-11-16T12:55,2025-11-16T12:46,2025-11-16T13:01,Embraer 170,N882RW,,3A,WINDOW,FIRST,BUSINESS,,ed549fb2-4b9a-46e9-966c-9045d26239d3,a8765091-d043-44b1-936c-d217bb519e56,be38c6f9-3dd7-41e2-baf8-929dbd2b54f3,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,2acf1934-38ee-4709-8efa-7018f9be5222
2025-12-03,DAL,710,LGA,DEN,C,68,Main,A47,false,,2025-12-03T18:10,2025-12-03T18:02,2025-12-03T18:20,2025-12-03T18:35,2025-12-03T20:27,2025-12-03T20:56,2025-12-03T20:37,2025-12-03T21:03,Boeing 737-800,N3738B,,4B,AISLE,FIRST,BUSINESS,,d2da0788-9594-4b91-a1d6-d0f750c441ad,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,d00b5728-0678-4689-b660-fe9e583203dc,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-12-08,DAL,1893,AUS,MCO,Main,12,B,76,false,,2025-12-08T08:00,2025-12-08T08:08,2025-12-08T08:10,2025-12-08T08:22,2025-12-08T11:22,2025-12-08T11:14,2025-12-08T11:32,2025-12-08T11:25,Boeing 737-800,N390DA,,,,PREMIUM_ECONOMY,BUSINESS,,ef389702-8a0d-45cb-af99-f31f051623d7,a8765091-d043-44b1-936c-d217bb519e56,d63b6bd2-9ed4-447e-914f-ca4d96f28653,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-12-10,DAL,484,MCO,LAX,B,87,3,38,false,,2025-12-10T07:00,2025-12-10T06:53,2025-12-10T07:10,2025-12-10T07:05,2025-12-10T09:35,2025-12-10T08:48,2025-12-10T09:45,2025-12-10T08:58,Airbus A321neo,N517DN,,3C,AISLE,FIRST,BUSINESS,,b3cef0c3-b605-4579-a601-c8d41c2f2895,a8765091-d043-44b1-936c-d217bb519e56,85570a14-2373-4bad-a7b5-b3a9a7fdce90,25b8d712-9888-423f-868d-b25f1d184aaf,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2025-12-15,DAL,429,SEA,JFK,Main,B3,4,B42,false,,2025-12-15T07:20,2025-12-15T07:20,2025-12-15T07:46,2025-12-15T07:54,2025-12-15T15:13,2025-12-15T15:19,2025-12-15T15:49,2025-12-15T15:34,Airbus A321neo,N502DX,,3C,,FIRST,BUSINESS,,5fac6885-74f5-4e2c-ad3c-58d9022c4a97,a8765091-d043-44b1-936c-d217bb519e56,b3f217fd-4bc7-4806-9efe-abe9446a74df,fc332185-4dde-4791-b449-0de5e83e47b9,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2025-12-18,DAL,2930,LGA,IAH,C,85,A,A10,false,,2025-12-18T13:45,2025-12-18T13:45,2025-12-18T13:55,2025-12-18T14:02,2025-12-18T16:43,2025-12-18T16:36,2025-12-18T16:53,2025-12-18T16:46,Airbus A220-100,N110DU,,,,,,,d451acde-acf2-4e7c-9c14-0d4129283293,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,9a82d843-2e36-4dba-8a6c-ea86d70b316b,,08f3690a-67fe-4be4-8138-cc20b688f722
2025-12-21,DAL,1417,IAH,LGA,A,A14,C,79,false,,2025-12-21T06:30,,2025-12-21T06:40,,2025-12-21T10:46,,2025-12-21T10:56,,Airbus A220-100,N121DU,,3A,WINDOW,FIRST,LEISURE,,ca78ee66-2311-4fdc-ad41-92c42bbf29fd,a8765091-d043-44b1-936c-d217bb519e56,9a82d843-2e36-4dba-8a6c-ea86d70b316b,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,08f3690a-67fe-4be4-8138-cc20b688f722
2025-12-21,DAL,1315,IAH,ATL,A,A10,S,A27,false,,2025-12-21T07:00,2025-12-21T07:13,2025-12-21T07:10,2025-12-21T07:30,2025-12-21T09:55,2025-12-21T10:02,2025-12-21T10:05,2025-12-21T10:12,Airbus A321,N366DX,,3D,WINDOW,FIRST,LEISURE,,915a472d-6b82-484d-84cc-308d4ea5e2ae,a8765091-d043-44b1-936c-d217bb519e56,9a82d843-2e36-4dba-8a6c-ea86d70b316b,6f0c1d11-cfef-4b33-b462-90379270f593,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-12-21,DAL,371,ATL,LGA,S,D32,C,88B,false,,2025-12-21T11:00,2025-12-21T11:50,2025-12-21T11:10,2025-12-21T12:05,2025-12-21T13:02,2025-12-21T13:47,2025-12-21T13:12,2025-12-21T13:56,Airbus A320,N367NW,,4A,WINDOW,FIRST,LEISURE,,3b42783d-e4df-471e-9a4e-100b4b4b65d3,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,dd390a1f-e92a-4411-ab72-04db16d42030
2026-01-19,DAL,2561,LGA,MCO,C,82,B,76,false,,2026-01-19T17:55,2026-01-19T18:34,2026-01-19T18:05,2026-01-19T19:17,2026-01-19T20:55,2026-01-19T21:48,2026-01-19T21:05,2026-01-19T21:55,Airbus A321,N111DC,,1A,WINDOW,FIRST,BUSINESS,,a2cd5abf-fdb2-4a17-a3cb-c311417a6f3e,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2026-01-21,DAL,1523,MCO,LGA,B,86,C,72,false,,2026-01-21T07:00,2026-01-21T06:47,2026-01-21T07:10,2026-01-21T06:59,2026-01-21T09:29,2026-01-21T08:56,2026-01-21T09:39,2026-01-21T09:03,Airbus A321,N129DN,,1D,WINDOW,FIRST,BUSINESS,,219e1ae8-a87d-4ccc-ba26-752d22718e54,a8765091-d043-44b1-936c-d217bb519e56,85570a14-2373-4bad-a7b5-b3a9a7fdce90,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2026-01-22,DAL,5380,LGA,BUF,C,67,,23,false,,2026-01-22T15:29,2026-01-22T15:24,2026-01-22T15:39,2026-01-22T16:04,2026-01-22T16:54,2026-01-22T17:06,2026-01-22T17:04,2026-01-22T17:11,"Bombardier CRJ900 ",N930XJ,,1A,WINDOW,FIRST,BUSINESS,,ba3801cc-2978-4914-b3ca-2fbf91e46ae1,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,b82e1bd6-c2e0-416e-ac07-9bceb09e5389,,8a4bd3f7-3aac-4e32-8a52-07e5525b36e3
2026-03-03,KLM,642,JFK,AMS,4,,2,E20,false,,2026-03-03T17:45,2026-03-03T17:59,2026-03-03T17:55,2026-03-03T18:36,2026-03-04T06:40,2026-03-04T06:42,2026-03-04T06:50,2026-03-04T06:48,Boeing 787-10,PHBKC,,2A,WINDOW,BUSINESS,BUSINESS,,ba93141b-2367-4232-a7aa-0147e0c3efc5,23930f39-7220-4a4b-a01e-3ab5508ca9f0,fc332185-4dde-4791-b449-0de5e83e47b9,f671c076-61b7-4572-8abb-359aaadaafd4,,7ee6dd4c-86a8-412a-8fd3-9dc79c771bc9
2026-03-04,KLM,939,AMS,GLA,2,D6,M,D06,false,,2026-03-04T12:10,2026-03-04T12:09,2026-03-04T12:20,2026-03-04T12:18,2026-03-04T12:35,2026-03-04T12:24,2026-03-04T12:45,2026-03-04T12:28,Embraer 190,PHEZG,,,,BUSINESS,BUSINESS,,11caa43b-4211-4c01-99f6-dbebf0337aed,23930f39-7220-4a4b-a01e-3ab5508ca9f0,f671c076-61b7-4572-8abb-359aaadaafd4,1d84ee70-3d47-4eba-a70e-5961d0c51d59,,fb807099-ea21-44f1-afb3-388faab25ae3
2026-03-28,DAL,2,LHR,JFK,3,TBA,4,B32,false,,2026-03-28T10:10,2026-03-28T10:03,2026-03-28T10:20,2026-03-28T10:24,2026-03-28T14:15,2026-03-28T14:17,2026-03-28T14:25,2026-03-28T14:27,Airbus A330-200,N857NW,JLHTBP,8C,AISLE,BUSINESS,LEISURE,,45b4d483-df93-4524-be09-2c11c71cb4ca,a8765091-d043-44b1-936c-d217bb519e56,5a2a51a0-1a5b-42c9-b220-c61953fac034,fc332185-4dde-4791-b449-0de5e83e47b9,,b592e11d-fad7-492c-9c29-998f09eed93e
2026-04-02,DAL,4905,LGA,STL,C,65,1,A8,false,,2026-04-02T14:40,2026-04-02T14:31,2026-04-02T14:50,2026-04-02T15:05,2026-04-02T16:21,2026-04-02T16:17,2026-04-02T16:31,2026-04-02T16:27,"Bombardier CRJ900 ",N829SK,,1A,WINDOW,FIRST,BUSINESS,,f6785e29-dd2d-4aef-920a-2a3468d367bc,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,30c8d2d4-ab3c-4e75-bfff-7786e54941ae,,8a4bd3f7-3aac-4e32-8a52-07e5525b36e3
2026-04-05,DAL,5673,STL,LGA,1,,C,,false,,2026-04-05T06:10,,,,,,2026-04-05T09:34,,Embraer 170,,,,,,,,d75a9216-1dac-4a60-9138-467d7a788e6c,a8765091-d043-44b1-936c-d217bb519e56,30c8d2d4-ab3c-4e75-bfff-7786e54941ae,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,2acf1934-38ee-4709-8efa-7018f9be5222
2026-04-13,DAL,2561,LGA,MCO,C,,B,,false,,2026-04-13T18:00,,,,,,2026-04-13T20:58,,Airbus A321,,,,,,,,39ce33f9-b0a4-42a5-adc9-d60f16bc3520,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2026-04-15,DAL,2025,MCO,SLC,B,,,,false,,2026-04-15T07:00,,,,,,2026-04-15T09:58,,Airbus A321neo,,GMXKHI,,,,,,a547f8af-64db-42f4-9402-c93b353d13e2,a8765091-d043-44b1-936c-d217bb519e56,85570a14-2373-4bad-a7b5-b3a9a7fdce90,a9fd3eb2-255a-4372-9c86-ff4f7ee1d2c1,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2026-04-15,DAL,1659,SLC,LAS,,,1,,false,,2026-04-15T11:40,,,,,,2026-04-15T12:06,,Boeing 737-900,,GMXKHI,,,,BUSINESS,,1012b344-b5f8-4910-8ea6-03047c0fda5b,a8765091-d043-44b1-936c-d217bb519e56,a9fd3eb2-255a-4372-9c86-ff4f7ee1d2c1,13ec7b81-ab66-4c6c-b632-92f18740c05b,,96c34e5f-1bf1-475f-8bf2-23522f46bb23
2026-04-19,DAL,755,LAS,ATL,1,,S,,false,,2026-04-19T06:10,,,,,,2026-04-19T12:55,,Boeing 757,,,,,,,,a5696271-6071-4e48-8d15-a480964fdbe1,a8765091-d043-44b1-936c-d217bb519e56,13ec7b81-ab66-4c6c-b632-92f18740c05b,6f0c1d11-cfef-4b33-b462-90379270f593,,34ebd3d5-45da-494d-beca-6a644a5521b7
2026-04-19,DAL,433,ATL,LGA,S,,C,,false,,2026-04-19T15:30,,,,,,2026-04-19T17:42,,Airbus A321,,,,,,,,7ec173d5-c24b-4768-a9fe-88ae4c25ce75,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2026-04-20,DAL,2520,LGA,MCO,C,,B,,false,,2026-04-20T15:45,,,,,,2026-04-20T18:50,,Airbus A321,,,,,,,,357a5e50-19ef-40b7-ac27-39f9f17e818b,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2026-04-22,DAL,1523,MCO,LGA,B,,C,,false,,2026-04-22T07:00,,,,,,2026-04-22T09:40,,Airbus A321,,,,,,,,56c36e6e-a01f-4c57-97de-5fa744a893fa,a8765091-d043-44b1-936c-d217bb519e56,85570a14-2373-4bad-a7b5-b3a9a7fdce90,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2026-04-27,DAL,2561,LGA,MCO,C,,B,,false,,2026-04-27T18:00,,,,,,2026-04-27T20:58,,Airbus A321,,,,,,,,fcc6a16e-908a-417b-a099-caab35e38a4e,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2026-04-29,DAL,1523,MCO,LGA,B,,C,,false,,2026-04-29T07:00,,,,,,2026-04-29T09:40,,Airbus A321,,,,,,,,a5245eac-24f7-4523-9411-4c949f6b349f,a8765091-d043-44b1-936c-d217bb519e56,85570a14-2373-4bad-a7b5-b3a9a7fdce90,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2026-06-25,AAL,4418,LGA,GRR,B,,Main,,false,,2026-06-25T11:00,,,,,,2026-06-25T13:17,,Embraer 175,,,,,,,,592d9088-9430-444b-b098-f273277562e1,ae1fc6a5-c42d-4e70-ba63-d641d248d270,dfeb8457-3376-49f8-b542-dbeb2ec9f719,efa1ef51-d270-4e94-85b0-18a91d9adebf,,01329aa5-421f-4d6e-844d-0f44b13e0edb
2026-06-27,AAL,4418,GRR,LGA,Main,,B,,false,,2026-06-27T13:38,,,,,,2026-06-27T15:43,,Embraer 175,,,,,,,,8266550c-9aeb-4f6e-97c0-74cf59f2c67f,ae1fc6a5-c42d-4e70-ba63-d641d248d270,efa1ef51-d270-4e94-85b0-18a91d9adebf,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,01329aa5-421f-4d6e-844d-0f44b13e0edb
